Teste 1
5 6678 o
6 6592 x
7 6494 p
8 6406 x
9 6387 w
10 6386 v
11 6303 x
12 6285 y
13 6283 n
14 6248 n
15 6190 g
16 6176 s
17 6142 k
18 6110 f
19 6105 i
20 6017 o
21 6010 o
22 5987 i
23 5982 x
24 5917 m
25 5889 a
26 5843 n
27 5772 x
28 5737 q
29 5735 y
30 5636 v
31 5619 w
32 5565 g
33 5564 g
34 5554 m
35 5525 q
36 5502 k
37 5464 n
38 5427 l
39 5421 x
40 5413 h
41 5365 e
42 5310 e
43 5300 d
44 5292 p
45 5249 b
46 5244 b
47 5240 a
48 5110 n
49 5096 g
50 5076 g
51 5072 x
52 5059 o
53 5041 l
54 4954 a
55 4950 c
56 4942 c
57 4875 y
58 4836 s
59 4760 l
60 4724 h
61 4703 g
62 4699 q
63 4641 a
64 4593 e
65 4561 e
66 4507 p
67 4493 g
68 4470 b
69 4434 g
70 4422 x
71 4374 g
72 4313 q
73 4214 a
74 4183 y
75 4124 l
76 4073 b
77 3945 l
78 3884 g
79 3881 n
80 3765 d
81 3249 g
82 3232 g
82 3232 l
84 2891 q

Teste 938
1 7029 s
2 6790 p
3 6709 q
4 6592 b
5 6406 c
6 6386 b
7 6373 m
8 6285 r
9 6248 s
10 6176 l
11 6138 x
12 6110 v
13 6017 d
14 5998 x
15 5987 c
16 5917 z
17 5843 d
18 5776 q
19 5769 z
20 5737 s
21 5659 d
22 5647 w
23 5636 k
24 5565 k
25 5554 q
26 5545 t
27 5521 m
28 5502 h
29 5493 s
30 5482 l
31 5441 d
32 5427 z
33 5413 m
34 5411 d
35 5310 w
36 5295 s
37 5292 m
38 5244 y
39 5204 m
40 5110 d
41 5088 b
42 5076 l
43 5059 x
44 5035 z
45 4954 z
46 4942 t
47 4853 p
48 4845 u
49 4836 f
50 4820 z
51 4777 d
52 4751 y
53 4724 b
54 4699 x
55 4670 b
56 4625 p
57 4596 k
58 4593 x
59 4507 t
60 4470 l
61 4424 c
62 4422 d
63 4419 b
64 4313 s
65 4244 x
66 4208 r
67 4183 d
68 4176 b
69 4126 f
70 4093 h
71 4073 b
72 3897 d
73 3884 p
74 3787 v
75 3765 f
76 3734 l
77 3629 t
78 3577 l
79 3236 k
80 3232 m
81 3195 q
82 2891 u
83 2791 f
84 2482 c

Teste 939
1 7144 l
2 7105 l
3 6350 n
4 6176 w
5 6110 p
6 6096 u
7 6056 c
8 5998 m
9 5953 w
10 5917 z
11 5793 o
12 5792 s
13 5784 p
14 5776 c
15 5737 w
16 5647 x
17 5611 d
18 5565 t
19 5545 c
20 5508 h
21 5502 o
22 5488 e
23 5482 i
24 5427 h
25 5423 v
26 5419 u
27 5411 a
28 5295 s
29 5280 u
30 5244 s
31 5147 s
32 5110 d
33 5076 q
34 5049 l
35 5035 e
36 4994 z
37 4980 j
38 4965 x
39 4942 k
40 4895 i
41 4881 z
42 4856 c
43 4845 v
44 4831 s
45 4820 u
46 4751 z
47 4748 t
48 4737 q
49 4699 n
50 4625 e
51 4593 u
52 4577 e
53 4470 s
54 4422 n
55 4363 c
56 4313 h
57 4259 h
58 4215 q
59 4208 l
60 4191 s
61 4176 s
62 4141 w
63 4093 l
64 3997 v
65 3897 u
66 3787 c
67 3734 q
68 3612 n
69 3577 l
70 3364 m
71 3232 j
72 3024 a
73 2891 v
74 2879 k
75 2482 w

Teste 940
1 7105 p
2 6842 m
3 6590 v
4 6523 o
5 6208 f
6 6176 j
7 6096 f
8 6053 i
9 5998 t
10 5917 d
11 5876 c
12 5792 q
13 5779 n
14 5776 k
15 5714 q
16 5653 j
17 5647 g
18 5565 z
19 5508 a
20 5488 u
21 5485 m
22 5476 w
23 5466 j
24 5427 g
25 5419 b
26 5300 o
27 5295 j
28 5278 g
29 5244 l
30 5199 z
31 5176 p
32 5170 a
33 5123 l
34 5113 g
35 5110 f
36 5055 k
37 5049 v
38 4994 o
39 4974 f
40 4965 m
41 4922 j
42 4895 m
43 4856 z
44 4831 c
45 4812 h
46 4809 u
47 4751 p
48 4737 p
49 4700 o
50 4649 p
51 4625 i
52 4601 b
53 4577 n
54 4445 d
55 4422 o
56 4313 j
57 4227 z
58 4215 j
59 4191 g
60 4155 j
61 4141 m
62 4038 t
63 3997 g
64 3934 g
65 3899 u
66 3846 p
67 3804 m
68 3787 h
69 3710 b
70 3705 g
71 3612 o
72 3364 o
73 3355 o
74 3024 u
75 2879 b

Teste 941
1 6936 l
2 6362 r
3 6337 d
4 5765 t
5 5673 b
6 5557 p
7 5492 l
8 5410 a
9 5375 j
10 5259 d
11 5239 k
12 4992 h
13 4856 r
14 4812 b
15 4751 f
16 4700 q
17 4625 l
18 4577 t
19 4568 q
20 4520 o
21 4422 o
22 4227 h
23 4191 q
24 4170 f
25 4141 t
26 4091 t
27 3997 d
28 3899 a
29 3804 d
30 3710 l
31 3612 p
32 3355 k
33 3252 q
34 2879 j

Teste 942
1 6362 s
2 5925 s
3 5852 s
4 5765 i
5 5638 i
6 5557 a
7 5410 b
8 5259 d
9 5157 v
10 5092 e
11 5036 l
12 4992 n
13 4955 c
14 4812 g
15 4700 e
16 4679 b
17 4597 d
18 4577 c
19 4520 l
20 4379 q
21 4378 i
22 4340 z
23 4227 v
24 4211 g
25 4170 e
26 4156 a
27 4091 q
28 3977 n
29 3899 i
30 3785 e
31 3710 s
32 3403 s
33 3355 s
34 2879 z

Teste 943
1 7105 f
2 7096 n
3 6590 d
4 6401 k
5 6386 l
6 6333 f
7 6285 i
8 6208 j
9 6096 q
10 5998 e
11 5939 a
12 5925 v
13 5916 h
14 5876 h
15 5801 u
16 5798 f
17 5779 d
18 5773 o
19 5772 d
20 5765 o
21 5714 m
22 5647 j
23 5604 f
24 5557 i
25 5508 k
26 5485 j
27 5466 r
28 5464 o
29 5419 o
30 5368 g
31 5295 u
32 5259 k
33 5244 a
34 5233 r
35 5176 n
36 5153 x
37 5140 j
38 5123 y
39 5110 h
40 5100 v
41 5092 f
42 5049 g
43 5043 r
44 4992 h
45 4974 l
46 4940 j
46 4940 p
48 4922 t
49 4882 s
50 4875 i
51 4863 o
52 4812 z
53 4771 f
54 4755 j
55 4746 d
56 4727 m
57 4679 x
58 4593 b
59 4589 e
60 4577 j
61 4556 l
62 4495 j
63 4459 h
64 4441 o
65 4433 k
66 4395 y
67 4381 t
68 4379 f
69 4346 q
70 4340 s
71 4211 o
72 4156 p
73 4021 h
74 4008 z
75 3977 o
76 3785 f
77 3403 r
78 3114 i
79 2879 b

Teste 944
1 7096 u
2 6515 q
3 6401 k
4 6389 o
5 6333 l
6 6297 p
7 6208 h
8 6094 j
9 5998 g
10 5964 w
11 5950 a
12 5925 y
13 5876 a
14 5798 q
15 5793 f
16 5785 g
17 5773 s
18 5765 e
19 5726 r
20 5647 r
21 5631 b
22 5581 v
23 5557 o
24 5529 s
25 5485 k
26 5464 k
27 5446 k
28 5414 n
29 5368 v
30 5322 h
31 5259 w
32 5233 v
33 5174 l
34 5153 b
35 5146 k
36 5123 o
37 5117 r
38 5100 f
39 5049 j
40 5024 j
41 4992 j
42 4978 o
43 4940 v
44 4922 b
45 4901 v
46 4875 f
47 4859 w
48 4812 p
49 4755 r
50 4751 a
51 4727 c
52 4692 f
53 4682 g
54 4661 u
55 4649 s
56 4607 y
57 4593 j
58 4577 s
59 4551 k
60 4511 s
61 4495 m
62 4457 n
63 4441 g
64 4395 g
65 4379 n
66 4340 f
67 4185 c
68 4156 w
69 4086 m
70 4050 l
71 4008 a
72 3958 e
73 3785 n
74 3766 v
75 3681 b
76 3584 j
77 3498 f
78 3118 g
79 3114 s

Teste 945
1 7096 y
2 7030 r
3 7007 t
4 6995 c
5 6874 u
6 6790 s
7 6775 w
8 6726 g
9 6630 i
10 6592 f
11 6401 l
12 6360 s
13 6349 n
14 6333 s
15 6312 a
16 6208 j
17 6063 k
18 5998 i
19 5950 f
20 5928 s
21 5927 f
22 5876 c
23 5844 z
24 5793 a
25 5773 v
26 5757 c
27 5726 g
28 5717 c
29 5639 i
30 5631 y
31 5611 t
32 5594 o
33 5591 l
34 5557 z
35 5485 p
36 5446 x
37 5434 o
38 5411 j
39 5408 b
40 5384 m
41 5377 t
42 5368 j
43 5323 r
44 5259 t
45 5174 w
46 5146 b
47 5117 w
48 5116 i
49 5049 n
50 4992 e
51 4940 t
52 4901 i
53 4859 i
54 4846 a
55 4826 g
56 4755 m
57 4727 t
58 4699 s
59 4682 u
60 4680 y
61 4662 e
62 4649 b
63 4605 m
64 4593 s
65 4573 s
66 4554 j
67 4551 r
68 4495 b
69 4441 m
70 4432 w
71 4419 y
72 4379 o
73 4191 a
74 4185 m
75 4165 u
76 4157 u
77 4138 m
78 4123 f
79 4113 c
80 4087 s
81 4086 c
82 4039 p
83 4008 r
84 3906 b
85 3843 b
86 3827 t
87 3800 l
88 3785 o
89 3694 t
90 3681 g
91 3498 l
92 3457 v
93 3410 x
94 3114 k

Teste 946
1 7030 h
2 6995 z
3 6790 f
4 6726 l
5 6592 e
6 6360 i
7 6333 y
8 6208 v
9 6156 y
10 6154 w
11 6109 f
12 5998 p
13 5943 i
14 5928 o
15 5903 i
16 5876 z
17 5843 w
18 5793 d
19 5757 w
20 5721 a
21 5717 r
22 5711 w
23 5631 d
24 5594 o
25 5591 r
26 5570 b
27 5557 v
28 5476 r
29 5446 d
30 5411 a
31 5384 s
32 5369 l
33 5368 a
34 5268 x
35 5261 r
36 5259 b
37 5253 t
38 5231 h
39 5193 s
40 5146 f
41 5116 g
42 5096 e
43 5024 d
44 5012 x
45 4992 s
46 4939 v
47 4925 a
48 4911 z
49 4901 i
50 4895 d
51 4880 p
52 4846 z
53 4755 x
54 4754 d
55 4737 a
56 4717 z
57 4699 y
58 4694 e
59 4680 x
60 4655 y
61 4649 a
62 4593 s
63 4554 e
64 4495 c
65 4432 r
66 4409 c
67 4382 z
68 4379 c
69 4372 f
70 4338 d
71 4330 v
72 4291 g
73 4275 o
74 4185 f
75 4180 e
76 4157 c
77 4123 t
78 4116 o
79 4087 w
80 4045 t
81 4039 t
82 3906 e
83 3827 d
84 3794 c
85 3785 z
86 3741 f
87 3712 z
88 3681 w
89 3632 s
90 3485 s
91 3457 x
92 3415 c
93 3378 x
94 3114 r

Teste 947
1 6205 m
2 5950 a
3 5605 e
4 5575 h
5 5439 j
6 5436 c
7 5244 z
8 5212 z
9 5162 q
10 4855 b
11 4409 e
12 4379 z
13 4338 m
14 4318 y
15 4299 m
16 4291 a
17 4185 m
18 4157 b
19 4116 y
20 4045 e
21 3906 h
22 3881 h
23 3794 u
24 3741 j
25 3681 c
26 3669 u
27 3485 h
28 3415 q
29 3114 z

Teste 948
1 6808 o
2 6250 u
3 5950 f
4 5582 s
5 5575 p
6 5471 o
7 5436 r
7 5436 t
9 5394 p
10 5212 s
11 5121 f
12 4855 q
13 4611 q
14 4603 p
15 4558 a
16 4379 u
17 4370 r
18 4318 o
19 4291 p
20 4157 a
21 4095 u
22 4068 f
23 4045 t
24 3881 p
25 3864 e
26 3813 p
27 3741 o
28 3669 u
29 3415 f

Teste 949
1 6808 l
2 6207 m
3 6103 g
4 6052 h
5 6032 p
6 5950 l
7 5814 p
8 5793 s
9 5721 v
10 5711 w
11 5604 l
12 5594 p
13 5577 v
14 5575 r
15 5570 r
16 5532 l
17 5509 q
18 5476 q
19 5465 u
20 5436 k
21 5430 q
22 5411 q
23 5394 b
24 5369 p
25 5277 h
26 5268 x
27 5267 g
28 5259 v
29 5231 q
30 5209 h
31 5190 o
32 5174 v
33 5168 s
34 5146 p
35 5121 n
36 5096 h
37 5089 z
38 5059 u
39 5012 u
40 4939 s
41 4911 u
42 4904 s
43 4895 f
44 4888 b
45 4846 n
46 4836 k
47 4759 s
48 4754 q
49 4733 f
50 4717 o
51 4694 g
52 4664 m
53 4659 k
54 4655 h
55 4611 m
56 4593 z
57 4558 h
58 4495 k
59 4424 k
60 4370 x
61 4365 q
62 4358 n
63 4352 w
64 4319 r
65 4291 m
66 4095 w
67 4045 k
68 4007 x
69 3875 w
70 3864 s
71 3781 x
72 3741 g
73 3736 r
74 3577 p
75 3467 f
76 3415 f
77 2972 n
78 2721 q

Teste 950
1 6926 h
2 6337 i
2 6337 k
4 6280 h
5 6261 a
6 6207 w
7 6052 h
8 5950 q
9 5837 o
10 5820 a
11 5805 n
12 5793 u
13 5777 d
14 5748 j
15 5711 a
16 5656 w
17 5649 q
18 5594 d
19 5583 x
20 5575 o
21 5532 w
22 5501 q
23 5476 e
24 5466 l
25 5436 d
26 5411 f
27 5379 d
28 5369 o
29 5365 i
30 5268 x
31 5259 k
32 5209 a
33 5179 h
34 5174 g
35 5166 h
36 5146 i
37 5128 e
38 5096 o
39 5059 n
40 4964 o
41 4939 e
42 4904 a
43 4888 i
44 4836 d
45 4754 q
46 4717 g
47 4664 z
48 4655 j
49 4644 e
50 4642 h
51 4615 e
52 4601 a
53 4593 s
54 4528 u
55 4498 g
56 4495 a
57 4460 s
58 4425 n
59 4370 e
60 4358 e
61 4319 h
62 4192 z
63 4095 y
64 4030 y
65 4007 h
66 3986 w
67 3966 f
68 3924 o
69 3923 e
70 3916 g
71 3864 n
72 3834 d
73 3741 l
74 3577 l
75 3415 h
76 3025 l
77 2951 a
78 2721 h

Teste 951
1 6985 n
2 6699 u
3 6175 n
4 6084 t
5 6081 r
6 6080 h
7 5973 y
8 5808 l
9 5587 l
10 5466 u
11 5462 h
12 5411 n
13 5369 m
14 5268 u
15 5250 w
16 5209 h
17 5196 l
18 5191 n
19 5174 y
20 5146 w
21 5096 e
22 5053 e
23 5036 w
24 4964 n
25 4904 l
26 4836 t
27 4818 e
28 4779 v
29 4717 v
30 4675 u
31 4672 z
32 4662 v
33 4655 z
34 4642 z
35 4618 n
36 4601 l
37 4528 l
38 4495 e
39 4425 u
40 4413 y
41 4358 v
42 4206 t
43 4192 d
44 4179 m
45 4063 d
46 4030 h
47 3986 y
48 3924 n
49 3916 e
50 3873 z
51 3834 t
52 3577 w
53 3025 r
54 2842 e
55 2721 n

Teste 952
1 7354 k
2 6699 p
3 6686 p
4 6494 o
5 6387 f
6 6150 a
7 6145 d
8 6084 x
9 6080 p
10 6023 w
11 5808 o
12 5693 c
13 5649 t
14 5541 c
15 5466 d
16 5411 k
17 5268 t
18 5245 x
19 5209 x
20 5191 i
21 5164 u
22 5154 o
23 5146 w
24 5121 d
25 5070 h
26 5053 h
27 4964 a
28 4961 i
29 4946 l
30 4836 f
31 4779 c
32 4739 y
33 4700 z
34 4679 x
35 4675 t
36 4662 d
37 4642 l
38 4601 i
39 4531 i
40 4495 q
41 4413 o
42 4206 c
43 4179 j
44 4030 z
45 3924 y
46 3884 j
47 3873 z
48 3823 p
49 3746 z
50 3601 q
51 3577 z
52 3370 t
53 3306 z
54 2842 h
55 2710 h

Teste 953
1 7354 u
2 6995 p
3 6989 m
4 6786 h
5 6732 s
6 6726 t
7 6703 v
8 6686 b
9 6680 h
10 6549 b
11 6411 x
12 6387 x
13 6367 z
14 6360 v
15 6337 s
16 6280 u
17 6241 p
18 6208 t
19 6207 h
20 6154 n
21 6145 a
22 6139 b
23 6080 z
24 6055 g
25 6011 e
26 5998 j
27 5950 q
28 5928 y
29 5876 g
30 5820 r
31 5808 s
32 5800 u
33 5793 d
34 5785 t
35 5748 c
36 5728 u
37 5662 t
38 5656 s
39 5649 o
40 5639 u
41 5594 u
42 5575 b
43 5572 b
44 5531 i
45 5503 j
46 5501 e
47 5466 r
48 5314 r
49 5268 a
50 5258 t
51 5209 k
52 5207 o
53 5167 q
54 5164 s
55 5146 v
56 5070 h
57 5010 l
58 4973 r
59 4964 l
60 4946 t
61 4927 n
62 4779 a
63 4702 a
64 4700 f
65 4675 l
66 4642 v
67 4639 k
68 4630 c
69 4536 p
70 4531 u
71 4500 v
72 4489 y
73 4437 a
74 4413 i
75 4395 g
76 4393 a
77 4372 f
78 4366 u
79 4312 s
80 4194 l
81 4179 w
82 4069 v
83 3924 g
84 3873 c
85 3842 s
86 3746 s
87 3690 w
88 3676 c
89 3654 s
90 3577 m
91 3478 y
92 3394 s
93 3306 y
94 3051 d
95 2710 p

Teste 954
1 6995 n
2 6976 x
3 6786 d
4 6784 q
5 6726 z
6 6686 h
7 6626 e
8 6549 r
9 6387 q
10 6360 l
11 6280 g
12 6270 g
13 6208 e
14 6176 x
15 6154 g
16 6139 s
17 6055 e
18 6033 d
19 5998 w
20 5994 h
21 5992 h
22 5970 p
23 5928 a
24 5820 a
25 5800 b
26 5785 q
27 5768 w
28 5761 b
29 5736 e
30 5732 w
31 5728 x
32 5694 w
33 5656 i
34 5639 q
35 5575 j
36 5551 w
37 5531 t
38 5501 w
39 5433 e
40 5423 d
41 5314 j
42 5262 q
43 5258 e
44 5249 r
45 5219 l
46 5207 d
47 5168 z
48 5164 e
49 5136 l
50 5089 g
51 5070 j
52 5044 j
53 4973 s
54 4968 r
55 4967 j
56 4946 l
57 4918 s
58 4916 n
59 4784 t
60 4781 m
61 4779 r
62 4700 w
63 4642 m
64 4630 r
65 4563 e
66 4531 r
67 4518 a
68 4512 m
69 4502 h
70 4489 h
71 4468 i
72 4413 m
73 4393 x
74 4366 d
75 4297 b
76 4294 a
77 4274 a
78 4238 r
79 4194 p
80 4069 a
81 4012 n
82 3986 d
83 3973 s
84 3873 j
85 3746 n
86 3676 w
87 3577 j
88 3522 r
89 3448 j
90 3415 q
91 3394 r
92 3297 j
93 3218 j
94 3051 h
95 2794 r

Teste 955
1 6595 b
2 6591 a
3 6113 t
4 5817 j
5 5765 m
6 5764 g
7 5735 x
8 5531 y
9 5480 u
10 5433 e
11 5314 e
12 5258 u
13 5219 t
14 5198 l
15 5168 u
16 5136 b
17 5070 n
18 5020 w
19 4985 t
20 4973 u
21 4967 x
22 4918 a
23 4915 e
24 4900 x
25 4840 p
26 4784 x
27 4779 c
28 4720 x
29 4680 d
30 4652 x
31 4643 u
32 4642 a
33 4639 s
34 4583 d
35 4563 s
36 4518 w
37 4502 p
38 4468 b
38 4468 h
40 4393 d
41 4332 h
42 4310 n
43 4297 x
44 4287 e
45 4274 l
46 4256 b
47 4194 m
48 4095 u
49 4012 j
50 3973 h
51 3918 a
52 3781 c
53 3757 j
54 3746 j
55 3577 t
56 3448 g
57 3394 h
58 3218 d
59 2794 x

Teste 956
1 6959 a
2 6591 v
3 6290 y
4 6229 f
4 6229 q
6 5817 b
7 5783 j
8 5782 v
9 5775 i
10 5764 d
11 5717 z
12 5647 y
13 5617 y
14 5531 t
15 5510 t
16 5433 p
17 5336 k
18 5296 h
19 5258 r
20 5198 y
21 5182 l
22 5156 j
23 5136 k
24 5048 a
25 5037 r
26 5020 h
27 4973 z
28 4939 a
29 4918 u
30 4900 n
31 4898 n
32 4891 u
33 4784 q
34 4746 u
35 4720 k
36 4652 j
37 4642 a
38 4592 p
39 4584 v
40 4583 y
41 4518 v
42 4468 h
43 4393 a
44 4310 l
45 4287 y
46 4256 r
47 4174 b
48 4110 y
49 4095 n
50 4052 k
51 4016 h
52 3973 f
53 3835 d
54 3781 j
55 3746 a
56 3669 r
57 3490 n
58 3448 i
59 3218 u

Teste 957
1 7083 l
2 6695 n
3 6423 v
4 6340 u
5 6152 m
6 6100 g
7 5990 f
8 5741 g
9 5565 y
10 5510 m
11 5373 v
12 5356 i
13 5336 g
14 5258 e
15 5182 f
16 5136 f
17 5089 f
18 5074 s
19 5046 s
20 5037 g
21 5019 r
22 4997 c
23 4973 n
24 4918 x
25 4898 v
26 4784 r
27 4720 g
28 4642 l
29 4584 c
30 4518 s
31 4393 m
32 4355 x
33 4287 s
34 4256 c
35 4174 y
36 4095 u
37 4041 b
38 4016 c
39 3835 i
40 3788 e
41 3746 b
42 3724 g
43 3490 v
44 3367 g
45 3218 g

Teste 958
1 7266 k
2 7105 x
3 6892 w
4 6695 j
5 6340 m
6 6228 m
7 6225 b
8 6188 z
9 6167 d
10 6100 r
11 6098 i
12 5941 z
13 5741 x
14 5722 u
15 5704 g
16 5703 j
17 5691 v
18 5510 c
19 5481 h
20 5410 w
21 5356 x
22 5258 w
23 5136 w
24 5074 b
25 5037 d
26 4997 w
27 4989 t
28 4918 z
29 4784 h
30 4776 j
31 4642 t
32 4622 w
33 4518 v
34 4479 j
35 4355 i
36 4256 k
37 4177 c
38 4095 j
39 4062 m
40 4039 x
41 4016 z
42 3788 j
43 3724 u
44 3609 r
45 3367 g

Teste 959
1 7266 q
2 6892 g
3 6628 q
4 6340 p
5 6320 v
6 6290 i
7 6229 n
8 6225 r
9 6167 t
10 6098 l
11 5977 p
12 5963 u
13 5850 n
14 5813 r
15 5783 u
16 5775 f
17 5773 p
18 5741 g
19 5737 o
20 5717 p
21 5704 t
22 5691 o
23 5617 v
24 5520 v
25 5481 l
26 5438 j
27 5356 l
28 5251 v
29 5136 v
30 5106 h
31 5072 f
32 5037 m
33 4989 f
34 4975 l
35 4974 p
36 4924 m
37 4784 h
38 4642 z
39 4582 l
40 4518 j
41 4471 m
42 4355 p
43 4282 t
44 4209 g
45 4177 m
46 4168 g
47 4157 z
48 4062 v
49 4049 l
50 4016 n
51 4004 f
52 3942 n
53 3724 n
54 3686 f
55 3671 n
56 3413 t
57 3367 f

Teste 960
1 7159 w
2 6892 x
3 6777 a
4 6577 q
5 6538 a
6 6340 q
7 6308 w
8 6290 a
9 6225 x
10 6098 k
11 5963 x
12 5813 m
13 5775 q
14 5750 q
15 5741 i
16 5717 w
17 5691 k
18 5520 c
19 5459 e
20 5438 t
21 5420 u
22 5406 i
23 5379 c
24 5336 q
25 5327 f
26 5251 m
27 5166 m
28 5135 y
29 5113 m
30 5106 v
31 5095 s
32 5037 c
33 4975 i
34 4924 e
34 4924 m
36 4699 w
37 4675 t
38 4665 x
39 4642 f
40 4611 k
41 4570 i
42 4518 u
43 4357 v
44 4355 w
45 4338 j
46 4209 w
47 4168 a
48 4135 x
49 4062 j
50 4016 m
51 3975 c
52 3942 s
53 3919 i
54 3686 q
55 3445 k
56 3413 y
57 2823 x

Teste 961
1 7373 n
2 7159 o
3 6959 t
4 6777 y
5 6657 r
6 6538 z
7 6428 u
8 6308 u
9 6225 l
10 6208 q
11 6181 x
12 6149 d
13 5963 a
14 5867 a
15 5855 i
16 5821 f
17 5801 g
18 5800 v
19 5775 u
20 5768 f
21 5760 b
22 5741 c
23 5736 t
24 5728 z
25 5691 r
26 5656 n
26 5656 z
28 5575 g
29 5574 r
30 5459 f
31 5421 w
32 5420 b
33 5379 d
34 5327 y
35 5256 f
36 5186 j
37 5166 i
38 5136 n
39 5113 f
40 5095 o
41 5048 b
42 5034 y
43 4975 r
44 4927 p
45 4924 n
46 4874 y
47 4790 z
48 4770 l
49 4728 q
50 4708 a
51 4696 o
52 4675 w
53 4642 j
54 4594 u
55 4570 b
56 4415 f
57 4366 y
58 4357 q
59 4338 g
60 4300 g
61 4296 c
62 4168 q
63 4062 y
64 3979 z
65 3975 z
66 3944 o
67 3930 v
68 3919 p
69 3544 t
70 3515 t
71 3445 a
72 2823 x

Teste 962
1 7159 b
2 6777 f
3 6538 y
4 6519 x
5 6308 l
6 6208 w
7 6149 z
8 6104 f
9 6063 k
10 6051 z
11 5939 z
12 5891 r
13 5867 q
14 5821 n
15 5800 t
16 5768 w
17 5741 b
18 5728 y
19 5656 q
20 5641 b
21 5575 t
22 5555 i
23 5459 g
24 5423 n
25 5420 g
26 5418 f
27 5327 p
28 5316 p
29 5250 y
30 5186 z
31 5178 q
32 5136 q
33 5095 r
34 5080 d
35 5069 q
36 5041 z
37 5034 i
38 4955 k
39 4927 d
40 4874 b
41 4861 t
42 4832 l
43 4783 p
44 4774 b
45 4770 e
46 4708 k
47 4675 x
48 4671 i
49 4594 z
50 4580 g
51 4578 g
51 4578 w
53 4415 f
54 4409 t
55 4391 m
56 4357 w
57 4300 k
58 4255 e
59 4168 m
60 4152 q
61 3979 n
62 3975 u
63 3944 i
64 3924 n
65 3919 j
66 3850 w
67 3642 y
68 3590 w
69 3569 b
70 3515 p
71 3390 j
72 2823 u

Teste 963
1 5633 j
2 5576 i
3 4417 z
4 4401 u
5 4287 o
6 4152 n
7 4118 k
8 3975 k
9 3924 j
10 3850 z
11 3590 i
12 3515 u
13 2823 o

Teste 964
1 6474 n
2 5840 c
3 5655 z
4 5576 f
5 4904 f
6 4733 y
7 4401 z
8 4156 o
9 4152 o
10 3975 r
11 3863 r
12 3850 y
13 3515 c

Teste 965
1 7182 j
2 6918 o
3 6517 e
4 6474 m
5 6409 v
6 6367 j
7 6208 v
8 6175 i
9 6121 h
10 6104 k
11 6051 x
12 5891 v
13 5862 c
14 5857 o
15 5821 b
16 5768 f
17 5741 n
18 5728 m
19 5699 y
20 5655 a
21 5641 j
22 5555 r
23 5423 h
24 5418 o
25 5335 w
26 5324 m
27 5316 n
28 5288 v
29 5186 h
30 5176 o
31 5146 r
32 5136 w
33 5080 n
34 5077 x
35 5071 i
36 5041 i
37 4955 r
38 4904 c
39 4874 w
40 4863 n
41 4832 e
42 4774 i
43 4710 c
44 4708 j
45 4685 p
46 4671 y
47 4653 r
48 4618 m
49 4580 o
50 4578 e
51 4573 f
52 4527 i
53 4409 u
54 4401 p
55 4375 w
56 4357 c
57 4274 u
58 4255 o
59 4199 k
60 4166 a
61 4152 x
62 4066 h
63 3863 v
64 3515 i
65 3500 e
66 3486 b
67 2893 x

Teste 966
1 7046 i
2 6918 m
3 6474 o
4 6367 f
5 6354 x
6 6343 l
7 6175 s
8 6104 a
9 6018 v
10 5891 l
11 5857 c
12 5806 k
13 5768 v
14 5728 x
15 5673 w
16 5655 u
17 5597 r
18 5594 s
19 5555 m
20 5553 e
21 5512 r
22 5437 c
23 5426 l
24 5418 m
25 5346 e
26 5324 e
27 5288 r
28 5284 f
29 5179 w
30 5176 w
31 5150 q
32 5136 q
33 5077 c
34 5041 x
35 4904 s
36 4888 m
37 4863 n
38 4859 b
39 4774 l
40 4736 n
41 4710 s
42 4708 s
43 4671 i
44 4618 w
45 4611 d
46 4578 s
47 4527 b
48 4498 c
49 4401 k
50 4399 m
51 4385 m
52 4357 d
53 4262 u
54 4255 m
55 4219 l
56 4215 v
57 4166 r
58 4108 c
59 4077 s
60 4066 e
61 3936 m
62 3515 l
63 3513 s
64 3486 c
65 3475 a
66 3389 o
67 3345 x

Teste 967
1 7046 u
2 6777 r
3 6673 f
4 6577 i
5 6519 t
6 6474 k
7 6354 x
8 6175 s
9 6160 g
10 6072 l
11 6018 q
12 5962 u
13 5953 r
14 5857 f
15 5853 g
16 5768 o
17 5673 i
18 5615 n
19 5597 h
20 5555 u
21 5546 j
22 5512 u
23 5426 a
24 5348 t
25 5346 x
26 5288 z
27 5269 o
28 5267 a
29 5244 x
30 5179 x
31 5154 l
32 5150 a
33 5102 q
34 5077 g
35 4941 c
36 4904 h
37 4893 c
38 4863 f
39 4839 x
40 4774 l
41 4719 h
42 4710 f
42 4710 n
44 4671 f
45 4658 a
46 4644 i
47 4631 n
48 4611 c
48 4611 h
50 4527 w
51 4496 u
52 4401 s
53 4391 u
54 4385 b
55 4343 s
56 4262 g
57 4219 a
58 4166 n
59 4158 x
60 4077 n
61 3995 b
62 3936 j
63 3854 k
64 3783 a
65 3535 n
66 3513 c
67 3475 l
68 3345 i
69 3163 s
70 3157 z
71 2934 f
72 2701 w

Teste 968
1 6777 v
2 6577 z
3 6474 d
4 6175 g
5 6072 m
6 6002 v
7 5983 m
8 5962 r
9 5869 l
10 5857 s
11 5795 f
12 5783 d
13 5768 i
14 5763 b
15 5732 f
16 5705 g
17 5698 m
18 5689 q
19 5687 e
20 5684 c
21 5615 o
22 5604 r
23 5555 s
24 5512 d
25 5433 g
26 5350 d
27 5348 g
28 5323 s
